origin,destination,distance_meters,duration_seconds,duration_in_traffic_seconds,departure_time
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,742,2024-09-03 01:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,826,2024-09-03 02:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,878,2024-09-03 03:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,945,2024-09-03 04:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,1052,2024-09-03 05:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,1158,2024-09-03 06:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,1174,2024-09-03 07:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,1184,2024-09-03 08:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,1226,2024-09-03 09:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,1314,2024-09-03 10:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,1323,2024-09-03 11:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,1347,2024-09-03 12:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,1346,2024-09-03 13:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,1267,2024-09-03 14:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,1040,2024-09-03 15:22:03
"Howrah Railway Station, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",3645,944,820,2024-09-03 16:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,653,2024-09-02 18:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,620,2024-09-02 19:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,603,2024-09-02 20:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,579,2024-09-02 21:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,596,2024-09-02 22:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,676,2024-09-02 23:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,822,2024-09-03 00:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,787,2024-09-03 01:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,836,2024-09-03 02:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,886,2024-09-03 03:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,986,2024-09-03 04:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1084,2024-09-03 05:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1144,2024-09-03 06:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1171,2024-09-03 07:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1199,2024-09-03 08:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1182,2024-09-03 09:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1291,2024-09-03 10:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1350,2024-09-03 11:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1440,2024-09-03 12:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1459,2024-09-03 13:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,1210,2024-09-03 14:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,942,2024-09-03 15:22:03
"Howrah Railway Station, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",4176,910,830,2024-09-03 16:22:03
